EventID,Timestamp,Provider,User,Message
5005,2025-04-08 11:11:52.388475,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5005,2025-04-08 11:11:53.472485,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5005,2025-04-08 11:12:08.108694,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5005,2025-04-08 11:12:08.985462,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5005,2025-04-08 11:12:09.987110,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5005,2025-04-08 11:12:10.848795,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5005,2025-04-08 11:12:21.771826,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5005,2025-04-08 11:12:32.960238,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5005,2025-04-08 11:12:33.900684,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5005,2025-04-08 11:12:35.066998,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5005,2025-04-08 11:12:36.245842,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5005,2025-04-08 11:12:37.316946,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5005,2025-04-08 11:12:38.028040,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5005,2025-04-08 11:12:49.492714,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5005,2025-04-08 11:12:50.508659,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5005,2025-04-08 11:12:51.586454,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5005,2025-04-08 11:12:52.475594,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5005,2025-04-08 11:12:53.471693,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5005,2025-04-08 11:12:54.473917,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5005,2025-04-08 11:12:55.537287,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5005,2025-04-08 11:12:56.454334,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5005,2025-04-08 11:12:57.731445,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5005,2025-04-08 11:12:58.959122,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5005,2025-04-08 11:13:00.214666,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5005,2025-04-08 11:13:01.236931,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5005,2025-04-08 11:13:02.248365,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5005,2025-04-08 11:13:03.332726,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5005,2025-04-08 11:13:04.252312,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5005,2025-04-08 11:13:05.128220,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5005,2025-04-08 11:13:06.077793,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
